Survey_ID,value,Data_Type,Chart_Type,Correct
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_102,valuevslocation,Map,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_103,valuevstime,Rings,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_104,comparison,Bar,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_105,categoryvsvalue,Bubble,1
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_106,valuevslocation,Bar,1
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_107,valuevsvalue,Bubble,1
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_108,valuevstime,Table,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_109,comparison,Table,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_110,categoryvsvalue,Tree,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_111,valuevsvalue,Scatter,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_112,comparison,Pie,1
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_113,valuevstime,Line,0
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_114,valuevslocation,Map,1
3a786a6cd2204c7fa961d07507ff9788042a15e6fcd5bd23af,sq_115,categoryvsvalue,Pie,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_101,categoryvsvalue,Bar,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_102,valuevslocation,Map,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_103,valuevstime,Rings,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_104,comparison,Bar,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_105,categoryvsvalue,Bubble,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_106,valuevslocation,Bar,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_107,valuevsvalue,Bubble,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_108,valuevstime,Table,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_109,comparison,Table,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_110,categoryvsvalue,Tree,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_111,valuevsvalue,Scatter,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_112,comparison,Pie,1
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_113,valuevstime,Line,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_114,valuevslocation,Map,0
11d43a339aaa6135535af784661822979274690dbc88a05504,sq_115,categoryvsvalue,Pie,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_101,categoryvsvalue,Bar,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_102,valuevslocation,Map,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_103,valuevstime,Rings,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_104,comparison,Bar,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_105,categoryvsvalue,Bubble,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_106,valuevslocation,Bar,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_107,valuevsvalue,Bubble,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_108,valuevstime,Table,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_109,comparison,Table,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_110,categoryvsvalue,Tree,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_111,valuevsvalue,Scatter,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_112,comparison,Pie,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_113,valuevstime,Line,0
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_114,valuevslocation,Map,1
7699ea0a65fcbb124b48361c01357f471520c1fc3653f5e0cf,sq_115,categoryvsvalue,Pie,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_101,categoryvsvalue,Bar,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_102,valuevslocation,Map,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_103,valuevstime,Rings,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_104,comparison,Bar,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_105,categoryvsvalue,Bubble,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_106,valuevslocation,Bar,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_107,valuevsvalue,Bubble,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_108,valuevstime,Table,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_109,comparison,Table,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_110,categoryvsvalue,Tree,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_111,valuevsvalue,Scatter,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_112,comparison,Pie,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_113,valuevstime,Line,0
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_114,valuevslocation,Map,1
1b08ce6fdb22ca14a574e9216bcbf0dee36435964b3c61c12f,sq_115,categoryvsvalue,Pie,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_101,categoryvsvalue,Bar,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_102,valuevslocation,Map,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_103,valuevstime,Rings,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_104,comparison,Bar,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_105,categoryvsvalue,Bubble,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_106,valuevslocation,Bar,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_107,valuevsvalue,Bubble,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_108,valuevstime,Table,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_109,comparison,Table,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_110,categoryvsvalue,Tree,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_111,valuevsvalue,Scatter,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_112,comparison,Pie,1
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_113,valuevstime,Line,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_114,valuevslocation,Map,0
e400e3fb34e2dcc6aef2d50865f0b26cf9aef255742dad73c8,sq_115,categoryvsvalue,Pie,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_101,categoryvsvalue,Bar,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_102,valuevslocation,Map,1
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_103,valuevstime,Rings,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_104,comparison,Bar,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_105,categoryvsvalue,Bubble,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_106,valuevslocation,Bar,1
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_107,valuevsvalue,Bubble,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_108,valuevstime,Table,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_109,comparison,Table,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_110,categoryvsvalue,Tree,1
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_111,valuevsvalue,Scatter,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_112,comparison,Pie,0
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_113,valuevstime,Line,1
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_114,valuevslocation,Map,1
2c6e742bff36b71f17b837a6ba4fc2cbedc68e08e8289aab38,sq_115,categoryvsvalue,Pie,0
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_101,categoryvsvalue,Bar,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_102,valuevslocation,Map,0
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_103,valuevstime,Rings,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_104,comparison,Bar,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_105,categoryvsvalue,Bubble,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_106,valuevslocation,Bar,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_107,valuevsvalue,Bubble,0
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_108,valuevstime,Table,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_109,comparison,Table,0
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_110,categoryvsvalue,Tree,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_111,valuevsvalue,Scatter,0
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_112,comparison,Pie,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_113,valuevstime,Line,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_114,valuevslocation,Map,1
253eb3ab7fa8c979e3cd0b6878610705a74fa75eb86fa3a3f7,sq_115,categoryvsvalue,Pie,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_101,categoryvsvalue,Bar,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_102,valuevslocation,Map,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_103,valuevstime,Rings,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_104,comparison,Bar,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_105,categoryvsvalue,Bubble,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_106,valuevslocation,Bar,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_107,valuevsvalue,Bubble,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_108,valuevstime,Table,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_109,comparison,Table,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_110,categoryvsvalue,Tree,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_111,valuevsvalue,Scatter,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_112,comparison,Pie,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_113,valuevstime,Line,1
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_114,valuevslocation,Map,0
66c09233115248b346f3fedfe84aa9654ebbdd384abbc8a6da,sq_115,categoryvsvalue,Pie,1
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_101,categoryvsvalue,Bar,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_102,valuevslocation,Map,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_103,valuevstime,Rings,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_104,comparison,Bar,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_105,categoryvsvalue,Bubble,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_106,valuevslocation,Bar,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_107,valuevsvalue,Bubble,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_108,valuevstime,Table,1
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_109,comparison,Table,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_110,categoryvsvalue,Tree,1
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_111,valuevsvalue,Scatter,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_112,comparison,Pie,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_113,valuevstime,Line,1
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_114,valuevslocation,Map,0
a11d32aa59de18fa0321e79462cce2efc4bff0104df288f3ba,sq_115,categoryvsvalue,Pie,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_101,categoryvsvalue,Bar,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_102,valuevslocation,Map,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_103,valuevstime,Rings,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_104,comparison,Bar,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_105,categoryvsvalue,Bubble,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_106,valuevslocation,Bar,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_107,valuevsvalue,Bubble,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_108,valuevstime,Table,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_109,comparison,Table,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_110,categoryvsvalue,Tree,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_111,valuevsvalue,Scatter,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_112,comparison,Pie,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_113,valuevstime,Line,0
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_114,valuevslocation,Map,1
99be7b2041082c06b22e83911bbffc4970565b7fe1a2bfbc6a,sq_115,categoryvsvalue,Pie,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_101,categoryvsvalue,Bar,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_102,valuevslocation,Map,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_103,valuevstime,Rings,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_104,comparison,Bar,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_105,categoryvsvalue,Bubble,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_106,valuevslocation,Bar,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_107,valuevsvalue,Bubble,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_108,valuevstime,Table,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_109,comparison,Table,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_110,categoryvsvalue,Tree,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_111,valuevsvalue,Scatter,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_112,comparison,Pie,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_113,valuevstime,Line,0
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_114,valuevslocation,Map,1
7f98e84bae47530829e2532a6fcce8967a9b1141d83d1b2898,sq_115,categoryvsvalue,Pie,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_101,categoryvsvalue,Bar,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_102,valuevslocation,Map,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_103,valuevstime,Rings,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_104,comparison,Bar,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_105,categoryvsvalue,Bubble,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_106,valuevslocation,Bar,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_107,valuevsvalue,Bubble,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_108,valuevstime,Table,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_109,comparison,Table,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_110,categoryvsvalue,Tree,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_111,valuevsvalue,Scatter,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_112,comparison,Pie,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_113,valuevstime,Line,0
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_114,valuevslocation,Map,1
a264f4d3d7c64e3097e3b96d999afe50a11125adefa7bffe13,sq_115,categoryvsvalue,Pie,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_101,categoryvsvalue,Bar,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_102,valuevslocation,Map,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_103,valuevstime,Rings,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_104,comparison,Bar,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_105,categoryvsvalue,Bubble,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_106,valuevslocation,Bar,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_107,valuevsvalue,Bubble,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_108,valuevstime,Table,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_109,comparison,Table,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_110,categoryvsvalue,Tree,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_111,valuevsvalue,Scatter,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_112,comparison,Pie,1
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_113,valuevstime,Line,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_114,valuevslocation,Map,0
930d1b619364c3e1a370adce21f09744bb007ca223ac1d96fa,sq_115,categoryvsvalue,Pie,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_101,categoryvsvalue,Bar,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_102,valuevslocation,Map,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_103,valuevstime,Rings,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_104,comparison,Bar,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_105,categoryvsvalue,Bubble,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_106,valuevslocation,Bar,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_107,valuevsvalue,Bubble,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_108,valuevstime,Table,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_109,comparison,Table,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_110,categoryvsvalue,Tree,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_111,valuevsvalue,Scatter,0
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_112,comparison,Pie,1
7444c1655f72b87e1498e9adf936288c18ef3b67f7c6e6e81b,sq_113,valuevstime,Line,0
